rent_price,location,sq_mt,bedroom_n,bathroom_n
1.400 €/mes,Lista (Distrito Salamanca. Madrid Capital),67 m²,1,1
950 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),62 m²,2,1
1.150 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),51 m²,1,1
700 €/mes,Piovera (Distrito Hortaleza. Madrid Capital),45 m²,1,1
2.900 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),185 m²,1,3
1.750 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),96 m²,3,2
700 €/mes,Valdeacederas (Distrito Tetuán. Madrid Capital),48 m²,1,1
2.600 €/mes,Castellana (Distrito Salamanca. Madrid Capital),120 m²,3,2
3.500 €/mes,Lista (Distrito Salamanca. Madrid Capital),190 m²,3,3
850 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),36 m²,1,1
1.150 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),76 m²,2,1
2.200 €/mes,Palomas (Distrito Hortaleza. Madrid Capital),227 m²,4,3
1.800 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),60 m²,1,1
1.850 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),65 m²,1,1
1.400 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),66 m²,2,2
950 €/mes,Lista (Distrito Salamanca. Madrid Capital),40 m²,1,1
7.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),420 m²,6,5
2.900 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),170 m²,3,3
2.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),184 m²,3,3
2.400 €/mes,Almagro (Distrito Chamberí. Madrid Capital),170 m²,3,4
913 €/mes,Delicias (Distrito Arganzuela. Madrid Capital),67 m²,2,2
800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),35 m²,1,1
1.150 €/mes,Pacífico (Distrito Retiro. Madrid Capital),93 m²,3,2
2.500 €/mes,Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital),160 m²,3,3
675 €/mes,Las Águilas (Distrito Latina. Madrid Capital),57 m²,2,1
1.450 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),60 m²,2,1
1.550 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),85 m²,1,1
850 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),66 m²,20,1
2.000 €/mes,El Viso (Distrito Chamartín. Madrid Capital),114 m²,3,2
5.500 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),274 m²,4,5
1.400 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),80 m²,2,1
800 €/mes,Sol (Distrito Centro. Madrid Capital),60 m²,1,1
880 €/mes,Pinar del Rey (Distrito Hortaleza. Madrid Capital),35 m²,1,2ª planta
800 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),50 m²,1,1
3.500 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),147 m²,3,5
1.000 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),85 m²,2,1
595 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),28 m²,1,4ª planta
650 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),45 m²,1,1
2.200 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),130 m²,3,2
3.500 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),190 m²,4,3
820 €/mes,Cuatro Vientos (Distrito Latina. Madrid Capital),66 m²,2,1
5.500 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),250 m²,5,4
1.000 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),60 m²,1,1
3.900 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),238 m²,3,3
850 €/mes,Castellana (Distrito Salamanca. Madrid Capital),50 m²,1,1
1.300 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),84 m²,2,2
975 €/mes,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),60 m²,1,1
975 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),50 m²,1,2
1.200 €/mes,Sol (Distrito Centro. Madrid Capital),80 m²,2,2
795 €/mes,Quintana (Distrito Ciudad Lineal. Madrid Capital),55 m²,2,1
2.450 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),100 m²,2,1
900 €/mes,Lista (Distrito Salamanca. Madrid Capital),43 m²,1,1
800 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),1,,"Avísame si baja





Guardar




Contactar"
3.800 €/mes,Palomas (Distrito Hortaleza. Madrid Capital),430 m²,6,4
3.900 €/mes,Almagro (Distrito Chamberí. Madrid Capital),218 m²,4,4
6.800 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),226 m²,4,4
6.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),262 m²,2,3
1.800 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),132 m²,2,2
1.850 €/mes,Castellana (Distrito Salamanca. Madrid Capital),105 m²,2,2
1.375 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),85 m²,3,2
2.500 €/mes,Berruguete (Distrito Tetuán. Madrid Capital),166 m²,3,3
3.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),130 m²,2,2
1.800 €/mes,Goya (Distrito Salamanca. Madrid Capital),90 m²,3,2
1.550 €/mes,Almagro (Distrito Chamberí. Madrid Capital),60 m²,2,1
1.350 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),74 m²,2,1
770 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),53 m²,1,1
1.100 €/mes,Castellana (Distrito Salamanca. Madrid Capital),54 m²,2,1
1.450 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),90 m²,2,2
960 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),78 m²,3,1
1.900 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),83 m²,2,2
1.100 €/mes,El Viso (Distrito Chamartín. Madrid Capital),61 m²,1,1
1.350 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),81 m²,1,1
1.000 €/mes,Goya (Distrito Salamanca. Madrid Capital),60 m²,2,2
800 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),78 m²,2,1
950 €/mes,Ventas (Distrito Ciudad Lineal. Madrid Capital),71 m²,1,2
4.700 €/mes,Castellana (Distrito Salamanca. Madrid Capital),372 m²,4,4
1.100 €/mes,Pradolongo (Distrito Usera. Madrid Capital),88 m²,2,2
2.000 €/mes,Lista (Distrito Salamanca. Madrid Capital),150 m²,4,3
1.500 €/mes,Adelfas (Distrito Retiro. Madrid Capital),108 m²,3,2
4.000 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),130 m²,2,3
2.300 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),159 m²,2,2
2.500 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),90 m²,1,2
725 €/mes,Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),47 m²,1,1
3.500 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),259 m²,5,4
4.000 €/mes,Castellana (Distrito Salamanca. Madrid Capital),280 m²,5,4
1.900 €/mes,Castellana (Distrito Salamanca. Madrid Capital),70 m²,1,1
1.100 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),60 m²,2,1
1.300 €/mes,Corralejos (Distrito Barajas. Madrid Capital),110 m²,3,2
2.400 €/mes,Almagro (Distrito Chamberí. Madrid Capital),82 m²,2,2
2.200 €/mes,Palacio (Distrito Centro. Madrid Capital),200 m²,3,2
900 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),63 m²,1,1
900 €/mes,San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital),48 m²,1,1
990 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),51 m²,1,"19
 €/m²"
800 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),40 m²,1,1
1.550 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),129 m²,2,1
1.300 €/mes,Castellana (Distrito Salamanca. Madrid Capital),80 m²,2,1
1.300 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),70 m²,2,1
1.650 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),70 m²,2,2
1.500 €/mes,Lista (Distrito Salamanca. Madrid Capital),100 m²,3,2
1.300 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),101 m²,4,2
4.500 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),270 m²,4,4
1.200 €/mes,Alameda de Osuna (Distrito Barajas. Madrid Capital),105 m²,2,2
3.200 €/mes,Ciudad Jardín (Distrito Chamartín. Madrid Capital),120 m²,3,2
1.300 €/mes,Fuentelarreina (Distrito Fuencarral-El Pardo. Madrid Capital),90 m²,2,1
1.400 €/mes,Imperial (Distrito Arganzuela. Madrid Capital),77 m²,3,2
760 €/mes,Rejas (Distrito San Blas. Madrid Capital),58 m²,1,1
1.050 €/mes,Goya (Distrito Salamanca. Madrid Capital),70 m²,1,1
3.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),155 m²,3,2
1.400 €/mes,Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),114 m²,3,1
1.500 €/mes,Ciudad Jardín (Distrito Chamartín. Madrid Capital),78 m²,1,1
2.150 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),171 m²,4,4
1.400 €/mes,Goya (Distrito Salamanca. Madrid Capital),57 m²,2,1
1.200 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),54 m²,1,1
1.100 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),66 m²,2,1
750 €/mes,Rejas (Distrito San Blas. Madrid Capital),55 m²,1,1
1.150 €/mes,Piovera (Distrito Hortaleza. Madrid Capital),90 m²,2,1
4.250 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),267 m²,3,4
1.650 €/mes,Almagro (Distrito Chamberí. Madrid Capital),97 m²,2,2
2.900 €/mes,Castellana (Distrito Salamanca. Madrid Capital),175 m²,3,2
3.250 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),120 m²,2,2
875 €/mes,Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),68 m²,2,2
2.600 €/mes,Lista (Distrito Salamanca. Madrid Capital),141 m²,5,2
1.100 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),55 m²,1,1
1.300 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),85 m²,2,2
3.200 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),205 m²,3,4
1.150 €/mes,Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital),94 m²,3,2
840 €/mes,Ibiza (Distrito Retiro. Madrid Capital),55 m²,1,1
4.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),251 m²,3,3
3.900 €/mes,Almagro (Distrito Chamberí. Madrid Capital),200 m²,3,2
2.000 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),150 m²,3,2
1.000 €/mes,Castellana (Distrito Salamanca. Madrid Capital),60 m²,1,1
4.200 €/mes,Castellana (Distrito Salamanca. Madrid Capital),280 m²,5,4
2.200 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),85 m²,1,2
1.200 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),73 m²,1,1
2.350 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),113 m²,2,2
600 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),49 m²,1,Bajo
750 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),1ª planta,,"Avísame si baja





Guardar




Contactar"
9.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),300 m²,4,5
1.600 €/mes,Estrella (Distrito Retiro. Madrid Capital),105 m²,3,2
3.300 €/mes,Goya (Distrito Salamanca. Madrid Capital),280 m²,5,4
2.350 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),250 m²,4,4
1.400 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),80 m²,2,1
1.700 €/mes,Castellana (Distrito Salamanca. Madrid Capital),100 m²,4,2
1.550 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),95 m²,2,2
3.100 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),138 m²,6,2
1.000 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),65 m²,1,1
3.200 €/mes,El Viso (Distrito Chamartín. Madrid Capital),229 m²,3,2
2.350 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),155 m²,4,3
1.375 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),89 m²,2,2
850 €/mes,Goya (Distrito Salamanca. Madrid Capital),50 m²,1,1
4.800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),220 m²,3,2
1.900 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),110 m²,1,1
2.100 €/mes,El Viso (Distrito Chamartín. Madrid Capital),200 m²,3,3
750 €/mes,Chopera (Distrito Arganzuela. Madrid Capital),45 m²,2,1
850 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),65 m²,2,1
3.350 €/mes,Castellana (Distrito Salamanca. Madrid Capital),156 m²,3,2
2.000 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),155 m²,1,3
2.685 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),198 m²,4,2
1.500 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),55 m²,1,1
3.500 €/mes,Costillares (Distrito Ciudad Lineal. Madrid Capital),240 m²,4,3
1.100 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),44 m²,1,1
2.300 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),153 m²,4,3
1.150 €/mes,Chopera (Distrito Arganzuela. Madrid Capital),80 m²,3,2
900 €/mes,Adelfas (Distrito Retiro. Madrid Capital),65 m²,1,1
1.200 €/mes,Castellana (Distrito Salamanca. Madrid Capital),72 m²,3,1
2.200 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),132 m²,3,3
1.200 €/mes,Goya (Distrito Salamanca. Madrid Capital),38 m²,1,1
4.900 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),297 m²,5,5
1.850 €/mes,Lista (Distrito Salamanca. Madrid Capital),140 m²,3,2
2.150 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),123 m²,3,2
2.500 €/mes,Almagro (Distrito Chamberí. Madrid Capital),145 m²,3,3
3.500 €/mes,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),400 m²,5,7
995 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),65 m²,2,1
700 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),25 m²,1,1
900 €/mes,Castellana (Distrito Salamanca. Madrid Capital),35 m²,1,1
1.100 €/mes,Castilla (Distrito Chamartín. Madrid Capital),61 m²,2,1
1.150 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),55 m²,1,1
800 €/mes,Ciudad Jardín (Distrito Chamartín. Madrid Capital),50 m²,1,1
1.250 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),71 m²,2,1
680 €/mes,San Pascual (Distrito Ciudad Lineal. Madrid Capital),27 m²,1,6ª planta
650 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),27 m²,1,4ª planta
1.280 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),70 m²,2,2
1.000 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),61 m²,2,1
850 €/mes,Palacio (Distrito Centro. Madrid Capital),85 m²,2,2
1.100 €/mes,Concepción (Distrito Ciudad Lineal. Madrid Capital),92 m²,2,2
1.400 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),120 m²,3,2
2.500 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),179 m²,4,2
950 €/mes,Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital),68 m²,1,1
1.200 €/mes,Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),102 m²,3,1
899 €/mes,Los Ángeles (Distrito Villaverde. Madrid Capital),80 m²,3,1
850 €/mes,Valdeacederas (Distrito Tetuán. Madrid Capital),76 m²,1,1
850 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),55 m²,2,1
2.800 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),212 m²,4,3
2.835 €/mes,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),192 m²,4,4
7.800 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),300 m²,5,4
1.500 €/mes,Palacio (Distrito Centro. Madrid Capital),96 m²,3,1
6.000 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),430 m²,5,4
A consultar,Castellana (Distrito Salamanca. Madrid Capital),251 m²,3,4
800 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),36 m²,1,1ª planta
1.500 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),72 m²,2,1
950 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),60 m²,1,1
800 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),64 m²,2,1
725 €/mes,Aluche (Distrito Latina. Madrid Capital),60 m²,3,1
1.400 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),88 m²,2,2
750 €/mes,Sol (Distrito Centro. Madrid Capital),30 m²,1,6ª planta
650 €/mes,Castellana (Distrito Salamanca. Madrid Capital),28 m²,1,7ª planta
625 €/mes,Palomeras Bajas (Distrito Puente de Vallecas. Madrid Capital),46 m²,1,1
2.700 €/mes,Almagro (Distrito Chamberí. Madrid Capital),250 m²,4,2
2.700 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),155 m²,3,3
750 €/mes,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),50 m²,2,1
1.800 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),150 m²,5,3
5.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),270 m²,6,2
2.700 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),200 m²,4,4
3.000 €/mes,Castellana (Distrito Salamanca. Madrid Capital),160 m²,3,4
3.900 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),267 m²,3,3
1.300 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),49 m²,1,1
1.500 €/mes,Almagro (Distrito Chamberí. Madrid Capital),60 m²,1,1
1.950 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),141 m²,2,2
2.390 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),168 m²,3,3
1.800 €/mes,Goya (Distrito Salamanca. Madrid Capital),105 m²,2,2
1.200 €/mes,Almagro (Distrito Chamberí. Madrid Capital),62 m²,2,1
2.500 €/mes,Castilla (Distrito Chamartín. Madrid Capital),180 m²,3,3
2.300 €/mes,Castilla (Distrito Chamartín. Madrid Capital),180 m²,3,3
1.400 €/mes,Ibiza (Distrito Retiro. Madrid Capital),85 m²,2,1
4.500 €/mes,El Viso (Distrito Chamartín. Madrid Capital),272 m²,4,3
950 €/mes,Timón (Distrito Barajas. Madrid Capital),100 m²,3,2
1.000 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),44 m²,1,1
1.500 €/mes,Costillares (Distrito Ciudad Lineal. Madrid Capital),100 m²,2,2
3.700 €/mes,Almagro (Distrito Chamberí. Madrid Capital),164 m²,2,2
820 €/mes,Ibiza (Distrito Retiro. Madrid Capital),42 m²,1,1
650 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),20 m²,1,3ª planta
11.000 €/mes,El Viso (Distrito Chamartín. Madrid Capital),485 m²,5,6
5.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),278 m²,3,3
1.700 €/mes,Pinar del Rey (Distrito Hortaleza. Madrid Capital),160 m²,4,3
980 €/mes,San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital),71 m²,2,1
10.000 €/mes,Castellana (Distrito Salamanca. Madrid Capital),659 m²,7,8
1.400 €/mes,Lista (Distrito Salamanca. Madrid Capital),80 m²,1,1
950 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),62 m²,1,1
2.600 €/mes,Goya (Distrito Salamanca. Madrid Capital),75 m²,2,2
1.200 €/mes,Pacífico (Distrito Retiro. Madrid Capital),80 m²,3,1
680 €/mes,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),50 m²,1,1
950 €/mes,Castilla (Distrito Chamartín. Madrid Capital),89 m²,1,1
1.600 €/mes,Costillares (Distrito Ciudad Lineal. Madrid Capital),169 m²,4,3
750 €/mes,San Isidro (Distrito Carabanchel. Madrid Capital),68 m²,2,1
1.070 €/mes,Buenavista (Distrito Carabanchel. Madrid Capital),102 m²,4,2
3.600 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),161 m²,4,2
2.800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),280 m²,4,2
1.800 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),129 m²,3,2
3.400 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),265 m²,4,3
900 €/mes,Goya (Distrito Salamanca. Madrid Capital),44 m²,2,1
5.800 €/mes,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),500 m²,6,5
800 €/mes,Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital),70 m²,3,1
1.400 €/mes,Castilla (Distrito Chamartín. Madrid Capital),67 m²,1,2
670 €/mes,Palacio (Distrito Centro. Madrid Capital),30 m²,1,1
2.200 €/mes,Timón (Distrito Barajas. Madrid Capital),304 m²,3,4
1.990 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),104 m²,2,2
850 €/mes,San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital),53 m²,1,1
1.400 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),60 m²,1,1
1.900 €/mes,Castellana (Distrito Salamanca. Madrid Capital),98 m²,2,2
5.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),196 m²,3,4
2.990 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),110 m²,1,1
4.650 €/mes,Castellana (Distrito Salamanca. Madrid Capital),138 m²,2,3
950 €/mes,Colina (Distrito Ciudad Lineal. Madrid Capital),47 m²,1,1
1.300 €/mes,Lista (Distrito Salamanca. Madrid Capital),44 m²,1,1
1.700 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),100 m²,2,2
2.000 €/mes,Niño Jesús (Distrito Retiro. Madrid Capital),118 m²,3,2
1.450 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),65 m²,2,2
3.500 €/mes,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),254 m²,4,3
725 €/mes,Valdeacederas (Distrito Tetuán. Madrid Capital),57 m²,1,1
600 €/mes,Canillas (Distrito Hortaleza. Madrid Capital),39 m²,"15
 €/m²",
1.800 €/mes,Castilla (Distrito Chamartín. Madrid Capital),133 m²,3,2
943 €/mes,Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital),100 m²,2,2
1.750 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),70 m²,1,1
900 €/mes,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),52 m²,1,1
1.650 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),107 m²,2,1
1.175 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),45 m²,1,1
1.100 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),78 m²,3,1
900 €/mes,Colina (Distrito Ciudad Lineal. Madrid Capital),48 m²,1,1
1.900 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),70 m²,1,1
1.300 €/mes,Goya (Distrito Salamanca. Madrid Capital),80 m²,2,1
1.450 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),55 m²,1,1
2.600 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),207 m²,2,1
2.500 €/mes,Almagro (Distrito Chamberí. Madrid Capital),155 m²,3,3
500 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),25 m²,1,4ª planta
960 €/mes,Aluche (Distrito Latina. Madrid Capital),116 m²,3,1
1.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),52 m²,1,1
2.000 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),165 m²,2,3
1.100 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),92 m²,4,2
1.600 €/mes,Castellana (Distrito Salamanca. Madrid Capital),75 m²,2,1
1.300 €/mes,Pinar del Rey (Distrito Hortaleza. Madrid Capital),106 m²,2,2
630 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),32 m²,1,1
625 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),40 m²,1,1
1.500 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),80 m²,3,2
4.200 €/mes,Castellana (Distrito Salamanca. Madrid Capital),281 m²,5,5
3.000 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),200 m²,3,3
1.300 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),78 m²,1,1
1.900 €/mes,Lista (Distrito Salamanca. Madrid Capital),133 m²,5,1
1.600 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),81 m²,1,1
1.400 €/mes,Legazpi (Distrito Arganzuela. Madrid Capital),92 m²,3,2
1.200 €/mes,Corralejos (Distrito Barajas. Madrid Capital),88 m²,2,2
1.200 €/mes,Piovera (Distrito Hortaleza. Madrid Capital),87 m²,2,2
1.800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),70 m²,1,1
1.050 €/mes,Ibiza (Distrito Retiro. Madrid Capital),50 m²,2,1
700 €/mes,Rejas (Distrito San Blas. Madrid Capital),44 m²,1,1
1.400 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),70 m²,1,1
765 €/mes,Almenara (Distrito Tetuán. Madrid Capital),52 m²,1,1
820 €/mes,Vista Alegre (Distrito Carabanchel. Madrid Capital),70 m²,3,1
630 €/mes,Palacio (Distrito Centro. Madrid Capital),45 m²,1,1
2.100 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),86 m²,1,1
2.500 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),160 m²,2,3
1.200 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),70 m²,1,1
1.200 €/mes,Ibiza (Distrito Retiro. Madrid Capital),50 m²,1,1
1.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),60 m²,2,1
2.490 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),180 m²,3,2
1.900 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),110 m²,2,2
1.950 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),130 m²,3,3
1.500 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),149 m²,2,2
1.800 €/mes,Goya (Distrito Salamanca. Madrid Capital),100 m²,3,2
1.400 €/mes,Ibiza (Distrito Retiro. Madrid Capital),85 m²,2,1
1.000 €/mes,Almenara (Distrito Tetuán. Madrid Capital),80 m²,2,2
700 €/mes,Abrantes (Distrito Carabanchel. Madrid Capital),45 m²,1,1
1.250 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),48 m²,1,1
850 €/mes,Costillares (Distrito Ciudad Lineal. Madrid Capital),60 m²,2,1
3.500 €/mes,Almagro (Distrito Chamberí. Madrid Capital),140 m²,2,1
