rent_price,location,sq_mt,bedroom_n,bathroom_n
1.650 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),140 m²,4,3
1.550 €/mes,Almagro (Distrito Chamberí. Madrid Capital),74 m²,1,1
1.700 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),90 m²,4,1
1.000 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),35 m²,1,"28
 €/m²"
700 €/mes,Abrantes (Distrito Carabanchel. Madrid Capital),45 m²,1,1
1.450 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),105 m²,2,4
850 €/mes,Fontarrón (Distrito Moratalaz. Madrid Capital),76 m²,3,1
990 €/mes,Almenara (Distrito Tetuán. Madrid Capital),25 m²,1,4ª planta
685 €/mes,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),56 m²,1,1
1.595 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),70 m²,2,1
1.300 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),65 m²,2,1
1.700 €/mes,Goya (Distrito Salamanca. Madrid Capital),99 m²,2,1
700 €/mes,Ventas (Distrito Ciudad Lineal. Madrid Capital),52 m²,1,1
750 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),35 m²,1,1
900 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),35 m²,1,1ª planta
1.600 €/mes,Lista (Distrito Salamanca. Madrid Capital),90 m²,2,2
3.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),160 m²,3,4
2.100 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),140 m²,3,2
1.350 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),67 m²,1,2
1.000 €/mes,Castilla (Distrito Chamartín. Madrid Capital),45 m²,1,1
850 €/mes,Palacio (Distrito Centro. Madrid Capital),65 m²,1,1
1.400 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),65 m²,1,1
2.300 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),161 m²,3,2
780 €/mes,Palacio (Distrito Centro. Madrid Capital),40 m²,1,1
1.200 €/mes,Costillares (Distrito Ciudad Lineal. Madrid Capital),90 m²,1,1
4.100 €/mes,Ibiza (Distrito Retiro. Madrid Capital),207 m²,3,3
750 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),60 m²,1,1
1.350 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),93 m²,2,2
700 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),29 m²,1,1
2.430 €/mes,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),172 m²,4,4
1.295 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),95 m²,1,1
2.600 €/mes,Palacio (Distrito Centro. Madrid Capital),220 m²,3,2
1.190 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),57 m²,2,1
1.500 €/mes,Goya (Distrito Salamanca. Madrid Capital),65 m²,1,1
800 €/mes,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),70 m²,2,1
3.500 €/mes,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),600 m²,6,7
750 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),30 m²,1,"25
 €/m²"
2.600 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),90 m²,2,2
1.350 €/mes,Almenara (Distrito Tetuán. Madrid Capital),71 m²,1,1
2.500 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),120 m²,2,3
990 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),75 m²,3,1
1.800 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),83 m²,1,1
900 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),85 m²,2,1
1.500 €/mes,Sol (Distrito Centro. Madrid Capital),90 m²,2,2
750 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),40 m²,1,1
750 €/mes,Lucero (Distrito Latina. Madrid Capital),75 m²,2,1
1.350 €/mes,Imperial (Distrito Arganzuela. Madrid Capital),85 m²,2,2
1.850 €/mes,Castilla (Distrito Chamartín. Madrid Capital),141 m²,3,2
900 €/mes,Ibiza (Distrito Retiro. Madrid Capital),58 m²,2,1
1.275 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),66 m²,2,1
950 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),40 m²,1,1
1.550 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),70 m²,2,1
2.150 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),113 m²,2,2
2.750 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),233 m²,3,3
2.700 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),250 m²,5,5
750 €/mes,Berruguete (Distrito Tetuán. Madrid Capital),55 m²,1,1
490 €/mes,San Diego (Distrito Puente de Vallecas. Madrid Capital),30 m²,"16
 €/m²",
6.500 €/mes,Pacífico (Distrito Retiro. Madrid Capital),150 m²,7,6
2.800 €/mes,Castellana (Distrito Salamanca. Madrid Capital),150 m²,3,3
1.250 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),60 m²,1,1
3.500 €/mes,Castilla (Distrito Chamartín. Madrid Capital),358 m²,5,4
1.750 €/mes,Legazpi (Distrito Arganzuela. Madrid Capital),165 m²,3,2
800 €/mes,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),70 m²,2,1
3.300 €/mes,Almagro (Distrito Chamberí. Madrid Capital),182 m²,5,3
1.250 €/mes,Sol (Distrito Centro. Madrid Capital),75 m²,2,1
6.000 €/mes,Almenara (Distrito Tetuán. Madrid Capital),350 m²,5,5
3.500 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),275 m²,5,3
1.800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),153 m²,3,2
1.350 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),71 m²,1,1
4.500 €/mes,El Viso (Distrito Chamartín. Madrid Capital),321 m²,4,4
1.200 €/mes,Berruguete (Distrito Tetuán. Madrid Capital),107 m²,4,2
6.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),220 m²,3,3
800 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),65 m²,2,1
2.100 €/mes,Lista (Distrito Salamanca. Madrid Capital),96 m²,2,2
1.400 €/mes,El Viso (Distrito Chamartín. Madrid Capital),82 m²,1,1
730 €/mes,Pacífico (Distrito Retiro. Madrid Capital),39 m²,1,1
850 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),35 m²,1,1
670 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),32 m²,1,5ª planta
890 €/mes,Almenara (Distrito Tetuán. Madrid Capital),60 m²,1,1
800 €/mes,Almagro (Distrito Chamberí. Madrid Capital),65 m²,1,1
1.250 €/mes,Piovera (Distrito Hortaleza. Madrid Capital),90 m²,2,1
2.700 €/mes,Goya (Distrito Salamanca. Madrid Capital),185 m²,3,2
1.700 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),78 m²,1,1
1.100 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),65 m²,2,1
970 €/mes,Sanchinarro (Distrito Hortaleza. Madrid Capital),70 m²,2,1
3.600 €/mes,Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital),260 m²,4,4
590 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),40 m²,1,1ª planta
1.100 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),60 m²,1,1
700 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),37 m²,1,1
3.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),200 m²,3,2
1.600 €/mes,Castilla (Distrito Chamartín. Madrid Capital),100 m²,2,3
2.000 €/mes,El Plantío (Distrito Moncloa-Aravaca. Madrid Capital),140 m²,3,2
900 €/mes,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),85 m²,2,2
1.100 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),70 m²,2,1
830 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),60 m²,2,1
650 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),38 m²,2,1
2.500 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),150 m²,3,2
860 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),75 m²,3,1
3.700 €/mes,Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital),370 m²,6,3
2.800 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),340 m²,6,3
1.800 €/mes,El Viso (Distrito Chamartín. Madrid Capital),150 m²,3,2
5.700 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),263 m²,4,5
700 €/mes,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),29 m²,1,8ª planta
1.150 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),75 m²,1,1
900 €/mes,Adelfas (Distrito Retiro. Madrid Capital),57 m²,2,1
1.900 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),80 m²,1,1
2.400 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),150 m²,3,2
3.000 €/mes,Almagro (Distrito Chamberí. Madrid Capital),278 m²,4,3
1.150 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),70 m²,2,2
850 €/mes,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),67 m²,3,1
780 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),38 m²,1,1
800 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),60 m²,2,1
850 €/mes,Los Rosales (Distrito Villaverde. Madrid Capital),86 m²,3,2
3.900 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),170 m²,3,3
1.550 €/mes,El Viso (Distrito Chamartín. Madrid Capital),90 m²,2,1
5.500 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),382 m²,5,6
2.750 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),180 m²,3,2
650 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),48 m²,1,1
1.500 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),85 m²,3,1
720 €/mes,Palacio (Distrito Centro. Madrid Capital),40 m²,1,1
1.550 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),76 m²,2,2
1.400 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),82 m²,3,2
1.190 €/mes,Valdeacederas (Distrito Tetuán. Madrid Capital),55 m²,2,1
750 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),47 m²,1,"15
 €/m²"
1.600 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),150 m²,3,2
650 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),45 m²,1,1ª planta
1.500 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),85 m²,2,1
850 €/mes,Lucero (Distrito Latina. Madrid Capital),75 m²,3,1
1.150 €/mes,Lucero (Distrito Latina. Madrid Capital),120 m²,4,2
1.500 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),106 m²,3,2
1.385 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),100 m²,2,2
850 €/mes,Valverde (Distrito Fuencarral-El Pardo. Madrid Capital),54 m²,2,1
1.700 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),105 m²,2,2
450 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),33 m²,1,Bajo
2.600 €/mes,Castellana (Distrito Salamanca. Madrid Capital),160 m²,4,2
1.600 €/mes,Almagro (Distrito Chamberí. Madrid Capital),90 m²,2,1
1.200 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),75 m²,2,1
1.200 €/mes,Zofío (Distrito Usera. Madrid Capital),98 m²,3,1
450 €/mes,Valdeacederas (Distrito Tetuán. Madrid Capital),21 m²,1,1
1.200 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),60 m²,22,1
1.450 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),80 m²,1,1
715 €/mes,Pau de Carabanchel (Distrito Carabanchel. Madrid Capital),55 m²,1,1
700 €/mes,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),35 m²,1,1
700 €/mes,Fuentelarreina (Distrito Fuencarral-El Pardo. Madrid Capital),32 m²,1,1
3.000 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),242 m²,4,3
900 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),50 m²,1,1
2.000 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),128 m²,2,2
700 €/mes,Berruguete (Distrito Tetuán. Madrid Capital),130 m²,1,"5
 €/m²"
1.500 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),80 m²,3,1
550 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),19 m²,1,1
2.100 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),174 m²,3,2
1.100 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),60 m²,1,1
700 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),30 m²,1,1ª planta
930 €/mes,Palacio (Distrito Centro. Madrid Capital),45 m²,2,1
2.200 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),85 m²,1,2
1.400 €/mes,Palacio (Distrito Centro. Madrid Capital),70 m²,2,1
1.900 €/mes,Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital),140 m²,3,2
2.700 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),178 m²,3,2
700 €/mes,Ventas (Distrito Ciudad Lineal. Madrid Capital),35 m²,1,1
1.350 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),80 m²,2,1
1.950 €/mes,Almagro (Distrito Chamberí. Madrid Capital),120 m²,5,2
1.600 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),85 m²,1,1
3.100 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),180 m²,3,3
3.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),165 m²,2,3
3.000 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),206 m²,3,2
650 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),30 m²,1,1
950 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),80 m²,3,1
900 €/mes,Imperial (Distrito Arganzuela. Madrid Capital),65 m²,1,1
1.200 €/mes,Imperial (Distrito Arganzuela. Madrid Capital),62 m²,2,1
1.150 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),60 m²,2,1
1.400 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),100 m²,2,2
1.550 €/mes,Sol (Distrito Centro. Madrid Capital),100 m²,2,2
620 €/mes,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),33 m²,1,2ª planta
2.300 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),153 m²,4,3
1.750 €/mes,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),100 m²,3,2
1.380 €/mes,Sol (Distrito Centro. Madrid Capital),70 m²,2,2
2.100 €/mes,El Viso (Distrito Chamartín. Madrid Capital),125 m²,3,4
4.800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),240 m²,3,2
2.200 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),190 m²,4,2
2.950 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),123 m²,5,3
4.300 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),236 m²,4,3
4.800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),220 m²,3,2
2.800 €/mes,Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),250 m²,4,3
700 €/mes,Simancas (Distrito San Blas. Madrid Capital),60 m²,2,1
650 €/mes,Moscardó (Distrito Usera. Madrid Capital),65 m²,2,1
600 €/mes,Zofío (Distrito Usera. Madrid Capital),40 m²,1,1
850 €/mes,Ventas (Distrito Ciudad Lineal. Madrid Capital),84 m²,2,1
1.050 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),48 m²,1,1
3.400 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),160 m²,3,3
1.900 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),120 m²,2,2
900 €/mes,El Viso (Distrito Chamartín. Madrid Capital),42 m²,2,1
850 €/mes,Timón (Distrito Barajas. Madrid Capital),60 m²,1,1
775 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),50 m²,1,1
1.200 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),50 m²,1,1
680 €/mes,San Cristóbal (Distrito Villaverde. Madrid Capital),64 m²,3,1
1.200 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),60 m²,2,1
3.300 €/mes,Estrella (Distrito Retiro. Madrid Capital),230 m²,5,3
780 €/mes,Puerta Bonita (Distrito Carabanchel. Madrid Capital),53 m²,2,1
900 €/mes,Almenara (Distrito Tetuán. Madrid Capital),30 m²,1,1ª planta
800 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),41 m²,1,5ª planta
1.500 €/mes,Almagro (Distrito Chamberí. Madrid Capital),74 m²,1,1
1.400 €/mes,Sol (Distrito Centro. Madrid Capital),70 m²,2,1
1.400 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),72 m²,2,1
3.800 €/mes,El Viso (Distrito Chamartín. Madrid Capital),220 m²,4,4
800 €/mes,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),60 m²,1,1
1.300 €/mes,Sol (Distrito Centro. Madrid Capital),70 m²,2,1
750 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),29 m²,1,1
990 €/mes,Adelfas (Distrito Retiro. Madrid Capital),62 m²,2,1
990 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),56 m²,3,1
595 €/mes,Adelfas (Distrito Retiro. Madrid Capital),35 m²,1,1
1.100 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),60 m²,2,1
950 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),56 m²,2,2
3.900 €/mes,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),270 m²,4,3
3.650 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),250 m²,3,3
1.200 €/mes,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),65 m²,2,1
1.100 €/mes,Castilla (Distrito Chamartín. Madrid Capital),75 m²,2,1
6.000 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),263 m²,4,5
4.000 €/mes,Goya (Distrito Salamanca. Madrid Capital),230 m²,4,2
775 €/mes,Los Ángeles (Distrito Villaverde. Madrid Capital),110 m²,3,1
1.300 €/mes,Valverde (Distrito Fuencarral-El Pardo. Madrid Capital),101 m²,2,2
1.600 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),74 m²,1,1
3.200 €/mes,El Viso (Distrito Chamartín. Madrid Capital),250 m²,1,1
800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),30 m²,1,"26
 €/m²"
1.600 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),110 m²,3,2
950 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),91 m²,3,2
970 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),52 m²,3,1
950 €/mes,Goya (Distrito Salamanca. Madrid Capital),45 m²,2,1
840 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),75 m²,2,1
650 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),31 m²,1,"20
 €/m²"
1.750 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),145 m²,3,2
1.100 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),34 m²,1,1
2.500 €/mes,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),140 m²,2,2
1.450 €/mes,Pacífico (Distrito Retiro. Madrid Capital),97 m²,2,1
550 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),40 m²,1,1
695 €/mes,Vista Alegre (Distrito Carabanchel. Madrid Capital),60 m²,2,1
675 €/mes,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),35 m²,1,1
790 €/mes,Palomeras Bajas (Distrito Puente de Vallecas. Madrid Capital),55 m²,2,1
2.100 €/mes,Pinar del Rey (Distrito Hortaleza. Madrid Capital),140 m²,3,2
1.400 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),63 m²,1,1
1.200 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),60 m²,1,1
710 €/mes,Buenavista (Distrito Carabanchel. Madrid Capital),56 m²,3,1
2.050 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),121 m²,1,2
1.200 €/mes,Castellana (Distrito Salamanca. Madrid Capital),65 m²,1,1
1.400 €/mes,Delicias (Distrito Arganzuela. Madrid Capital),65 m²,2,2
690 €/mes,Berruguete (Distrito Tetuán. Madrid Capital),50 m²,2,1
1.200 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),60 m²,1,1
1.000 €/mes,Imperial (Distrito Arganzuela. Madrid Capital),50 m²,1,1
3.900 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),256 m²,4,4
2.700 €/mes,Valdeacederas (Distrito Tetuán. Madrid Capital),150 m²,3,2
700 €/mes,Aluche (Distrito Latina. Madrid Capital),66 m²,2,1
750 €/mes,Fontarrón (Distrito Moratalaz. Madrid Capital),65 m²,2,1
1.600 €/mes,Pacífico (Distrito Retiro. Madrid Capital),95 m²,2,1
750 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),38 m²,1,1
2.200 €/mes,Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),78 m²,2,2
700 €/mes,Comillas (Distrito Carabanchel. Madrid Capital),50 m²,2,1
2.200 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),185 m²,4,2
700 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),30 m²,1,"23
 €/m²"
630 €/mes,Entrevías (Distrito Puente de Vallecas. Madrid Capital),80 m²,2,1
2.800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),158 m²,3,2
850 €/mes,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),80 m²,3,1
2.130 €/mes,Berruguete (Distrito Tetuán. Madrid Capital),120 m²,5,2
1.000 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),32 m²,1,1
2.200 €/mes,Adelfas (Distrito Retiro. Madrid Capital),180 m²,4,3
1.250 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),70 m²,2,1
1.100 €/mes,Rejas (Distrito San Blas. Madrid Capital),110 m²,2,2
1.400 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),90 m²,1,1
1.400 €/mes,Pacífico (Distrito Retiro. Madrid Capital),90 m²,3,1
980 €/mes,Almenara (Distrito Tetuán. Madrid Capital),70 m²,2,1
850 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),55 m²,1,"15
 €/m²"
1.350 €/mes,Niño Jesús (Distrito Retiro. Madrid Capital),85 m²,2,1
2.500 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),150 m²,3,2
490 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),28 m²,1,"17
 €/m²"
750 €/mes,Ventas (Distrito Ciudad Lineal. Madrid Capital),52 m²,1,1
830 €/mes,San Fermín (Distrito Usera. Madrid Capital),85 m²,2,2
1.435 €/mes,Delicias (Distrito Arganzuela. Madrid Capital),123 m²,4,2
895 €/mes,Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital),100 m²,3,2
900 €/mes,Pacífico (Distrito Retiro. Madrid Capital),45 m²,1,1
1.700 €/mes,Castellana (Distrito Salamanca. Madrid Capital),95 m²,2,2
3.750 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),225 m²,4,3
600 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),35 m²,1,1
1.100 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),123 m²,3,2
950 €/mes,Lista (Distrito Salamanca. Madrid Capital),48 m²,1,1
4.500 €/mes,Almagro (Distrito Chamberí. Madrid Capital),348 m²,4,5
895 €/mes,Santa Eugenia (Distrito Villa de Vallecas. Madrid Capital),90 m²,3,2
1.100 €/mes,Adelfas (Distrito Retiro. Madrid Capital),84 m²,1,1
950 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),40 m²,1,1
7.300 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),433 m²,2,1ª planta
850 €/mes,Almenara (Distrito Tetuán. Madrid Capital),52 m²,1,1
2.100 €/mes,Goya (Distrito Salamanca. Madrid Capital),110 m²,3,2
700 €/mes,Pacífico (Distrito Retiro. Madrid Capital),50 m²,2,1
775 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),55 m²,2,1
800 €/mes,Ventas (Distrito Ciudad Lineal. Madrid Capital),89 m²,2,1
1.150 €/mes,Pacífico (Distrito Retiro. Madrid Capital),98 m²,2,2
950 €/mes,Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital),87 m²,2,2
1.100 €/mes,Almendrales (Distrito Usera. Madrid Capital),90 m²,3,2
880 €/mes,Cármenes (Distrito Latina. Madrid Capital),83 m²,3,1
2.000 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),130 m²,3,2
800 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),42 m²,1,1
3.200 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),205 m²,3,4
750 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),46 m²,1,1
950 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),50 m²,1,1
900 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),57 m²,2,1
1.390 €/mes,Costillares (Distrito Ciudad Lineal. Madrid Capital),98 m²,2,2
950 €/mes,Castilla (Distrito Chamartín. Madrid Capital),60 m²,1,1
1.350 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),67 m²,2,2
1.300 €/mes,Almenara (Distrito Tetuán. Madrid Capital),69 m²,2,1
950 €/mes,Piovera (Distrito Hortaleza. Madrid Capital),55 m²,1,1
700 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),50 m²,1,1
2.300 €/mes,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),153 m²,3,2
1.500 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),116 m²,2,1
3.900 €/mes,Aeropuerto (Distrito Barajas. Madrid Capital),360 m²,4,5
1.200 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),95 m²,2,2
1.600 €/mes,Aeropuerto (Distrito Barajas. Madrid Capital),135 m²,2,2
650 €/mes,San Andrés (Distrito Villaverde. Madrid Capital),60 m²,2,1
850 €/mes,Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),75 m²,2,1
1.200 €/mes,Valdeacederas (Distrito Tetuán. Madrid Capital),70 m²,1,1
650 €/mes,Concepción (Distrito Ciudad Lineal. Madrid Capital),55 m²,2,1
850 €/mes,San Fermín (Distrito Usera. Madrid Capital),83 m²,3,1
